id,text,sentence,pet,label,category,euph_status
439,"Los Cuatro Jinetes del Apocalipsis verá cuatro caballeros vestidos con harapos, descalzos, con viejos championes o alpargatas al parecer cómicos pero también muy peligrosos. El Apocalipsis ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], en las guerras, en la violencia y por ello Solari lo muestra en la escena carnavalesca en estos personajes cargados de granadas, de instrumentos bélicos medievales, de duplicidades y de codicia que acarrean bolsas con su botín."," El Apocalipsis ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], en las guerras, en la violencia y por ello Solari lo muestra en la escena carnavalesca en estos personajes cargados de granadas, de instrumentos bélicos medievales, de duplicidades y de codicia que acarrean bolsas con su botín",Esta entre nosotros,0,Politics,sometimes_euph
440,"Pero Pollack sabe mejor que la mayoría que, aunque es probable que el estreno de ""A.I."", la nueva oda futurista de Steven Spielberg, agite esos temores, la inteligencia artificial ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]. Si bien son pocos los que ven una conexión entre un cajero automático y las máquinas que Pollack tiene en su laboratorio, lo cierto es que la gran variedad de productos que la contienen y el ritmo de desarrollo de la inteligencia artificial ya están dando forma a nuestra vida social y económica: ",""", la nueva oda futurista de Steven Spielberg, agite esos temores, la inteligencia artificial ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]",Esta entre nosotros,1,Death,sometimes_euph
441,"El turrón, el cotillón y el Roscón, éste último bien adornado con frutas escarchadas y confites y con apariencia de inocencia, le hizo la faena a mi amigo Pepe, como así se llamaba, y digo se llamaba porque desgraciadamente ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY].","El turrón, el cotillón y el Roscón, éste último bien adornado con frutas escarchadas y confites y con apariencia de inocencia, le hizo la faena a mi amigo Pepe, como así se llamaba, y digo se llamaba porque desgraciadamente ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]",Esta entre nosotros,0,Politics,sometimes_euph
442,"Las vocaciones... las vocaciones, que antes acudían en forma numerosa a un Convento pletórico de religiosos, disminuyen hoy tan notablemente, que los pocos que aún quedamos no dejamos de vanagloriarnos por contar con un solo novicio entre nosotros... un novicio que quién sabe por qué razón de la providencia [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]...",un novicio que quién sabe por qué razón de la providencia [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY],Esta entre nosotros,1,Death,sometimes_euph
443,"Lo importante, en todo caso, es demostrar que el desafío de la tercera edad nos afectará con mucha fuerza hacia mediados de este siglo (y para ello hay que prepararse, claro) pero enfatizando —al mismo tiempo— que el desafío juvenil ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], y tendrá una vigencia central en los próximos veinte años, por lo que debe ser atendido prioritariamente en estas dos décadas claves.","Lo importante, en todo caso, es demostrar que el desafío de la tercera edad nos afectará con mucha fuerza hacia mediados de este siglo (y para ello hay que prepararse, claro) pero enfatizando —al mismo tiempo— que el desafío juvenil ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], y tendrá una vigencia central en los próximos veinte años, por lo que debe ser atendido prioritariamente en estas dos décadas claves",Esta entre nosotros,0,Politics,sometimes_euph
444,"La respuesta de los canadienses fue buenísima. Mira... me pareció excepcionalmente buena por muchas razones; de entrada, les interesa que vayamos el próximo año al mismo festival, pero también nos invitaron a otros festivales ahí mismo en Canadá. La propuesta es un poco brincarnos el obstáculo, muchas veces grandote, que [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], Estados Unidos, para conocernos mejor."""," La propuesta es un poco brincarnos el obstáculo, muchas veces grandote, que [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], Estados Unidos, para conocernos mejor",Esta entre nosotros,1,Death,sometimes_euph
445,"Leo un libro sobre Antonio García Quintana, alcalde socialista, olvidado y recuperado por el afán de uno que no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] y por la dramática aparición del colegio que lleva su nombre en la lucha de unos padres descorazonados por la amenaza del cáncer. Reconozco que no sabía nada de él (nunca es tarde, aunque tópicos, los justos) y estoy entusiasmado por su categoría, por su carácter conciliador y la preocupación por los ciudadanos en una sociedad vallisoletana, sin duda alguna, mucho más complicada y puñetera que la actual. Mi agradecimiento a Julio Martínez, Enrique Berzal y Rafa Sagarra, amigo y gran escritor que hace poco dejó a la noche huérfana.","Leo un libro sobre Antonio García Quintana, alcalde socialista, olvidado y recuperado por el afán de uno que no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] y por la dramática aparición del colegio que lleva su nombre en la lucha de unos padres descorazonados por la amenaza del cáncer",Esta entre nosotros,0,Politics,sometimes_euph
446,"«Yo soy...». «Sí, hermano, yo sé que usted es Juan el médico y que anda perdido, buscando a una reina muy bella. Mi mamaíta mía lo está esperando. Venga tranquilo que ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], aunque llegó antes de tiempo». No comprendió. "," Venga tranquilo que ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], aunque llegó antes de tiempo»",Esta entre nosotros,1,Death,sometimes_euph
447,"No olvidemos que Lima no es una feria, sino una temporadita y que los toreros, domingo tras domingo, pueden llegar a estar casi un mes en la ciudad. La atracción por Lima la sintieron sus toreros predilectos: Antonio Galán, quien ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], José Mari Manzanares, retirado y Vicente Barrera, en activo y que nos vuelve a visitar este año. César Jiménez viene a completar este póquer de ases de amantes correspondidos por la Ciudad de los Reyes."," La atracción por Lima la sintieron sus toreros predilectos: Antonio Galán, quien ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], José Mari Manzanares, retirado y Vicente Barrera, en activo y que nos vuelve a visitar este año",Esta entre nosotros,0,Politics,sometimes_euph
448,"[PET_BOUNDARY]Está entre nosotros[PET_BOUNDARY] una vez más, el destacado narrador venezolano BETO VILLA, quien en los Estados Unidos labora con la Cadena en español de los Yankees y aquí trabaja con la Cadena Fox en los juegos de nuestro béisbol profesional. Este eficiente cronista pasa la época otoño-invernal en los predios dominicanos. Un saludo cordial al amigo sudamericano.","[PET_BOUNDARY]Está entre nosotros[PET_BOUNDARY] una vez más, el destacado narrador venezolano BETO VILLA, quien en los Estados Unidos labora con la Cadena en español de los Yankees y aquí trabaja con la Cadena Fox en los juegos de nuestro béisbol profesional",Esta entre nosotros,0,Politics,sometimes_euph
449,"Como los sentimientos y los actos humanos se juntan, encabalgan y yuxtaponen unos a otros sin parar, nunca he podido admitir sin más esa célebre frase anarcoamericana —""make love, not war"" (""haz el amor, no la guerra"")— que tan presente [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], sobre todo cuando la inminencia de lo segundo se impone a la omnipotencia y necesidad de lo primero.","Como los sentimientos y los actos humanos se juntan, encabalgan y yuxtaponen unos a otros sin parar, nunca he podido admitir sin más esa célebre frase anarcoamericana —""make love, not war"" (""haz el amor, no la guerra"")— que tan presente [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], sobre todo cuando la inminencia de lo segundo se impone a la omnipotencia y necesidad de lo primero",Esta entre nosotros,1,Death,sometimes_euph
450,"Debido a un accidente, Donald ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]. Por eso, me siento muy feliz de que los hermanos estén nominados al Oscar. Si Charlie gana, supongo que preparará un discurso conmovedor acerca de su hermano.","Debido a un accidente, Donald ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]",Esta entre nosotros,0,Politics,sometimes_euph
451,"Porque Dios no sólo está en los templos, Dios [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]... (En un tono de gran seguridad.)... Está entre nosotros, entre nosotros, está con éste... ","Porque Dios no sólo está en los templos, Dios [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]",Esta entre nosotros,1,Death,sometimes_euph
452,"(¿Por qué en los ojos?, se preguntó a sí misma. Debería ser en el sexo, allí más que en otra parte.) Y entendió que en cualquier parte donde viviera con Rayne estaría el mal olor. [PET_BOUNDARY]Está entre nosotros[PET_BOUNDARY], está en nosotros, en su deseo y en mi venganza, de su cuerpo se comunica al mío, del mío regresa al suyo. ¿En la isla también? Sintió una gran presión en el pecho y la garganta, como si se fuera a asfixiar"," [PET_BOUNDARY]Está entre nosotros[PET_BOUNDARY], está en nosotros, en su deseo y en mi venganza, de su cuerpo se comunica al mío, del mío regresa al suyo",Esta entre nosotros,1,Death,sometimes_euph
453,"Las firman Gabriel Jackson, a favor, y Víctor Alba (seudónimo de Pere Pagès Elíes, fallecido en marzo de 2003), en contra. ""Alba entregó su texto en diciembre de 2000. Jackson, debido a otros compromisos, no pudo entregarlo antes. Tristemente, ahora que se publica el libro uno de sus autores no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], dijo el editor Rafael Borràs en la presentación de la obra."," Tristemente, ahora que se publica el libro uno de sus autores no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], dijo el editor Rafael Borràs en la presentación de la obra",Esta entre nosotros,0,Politics,sometimes_euph
454,"Que en realidad, aquel muchach@ de 20 años que una vez fui, con todas sus ilusiones, visiones del mundo, sentido del humor, momentos de nostalgia... ya no existe. Murió en un proceso tan lento y gradual que no nos permite decir cuando ocurrió. Que el/la que fue y disfrutó y sufrió ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], sólo en una memoria —la de ést@ que escribe/lee— que sólo tiene información muy parcial y que reconstruye de una forma nueva cada vez que habla con sus amigos de aquella época."," Que el/la que fue y disfrutó y sufrió ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], sólo en una memoria —la de ést@ que escribe/lee— que sólo tiene información muy parcial y que reconstruye de una forma nueva cada vez que habla con sus amigos de aquella época",Esta entre nosotros,0,Politics,sometimes_euph
455,"— Colegas —dijo el secretario senador. Era un hombre chico, gordo, de barba tupida—, el señor Presidente de la República [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] para la posesión de los nuevos vocales del organismo electoral nacional. Guardemos silencio, por favor."," Era un hombre chico, gordo, de barba tupida—, el señor Presidente de la República [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] para la posesión de los nuevos vocales del organismo electoral nacional",Esta entre nosotros,1,Death,sometimes_euph
456,"Por qué hacer un trabajo nuevo -se pregunta Serrat en escena- si como se sabe -""yo no soy idiota""- todo el mundo está aquí para escuchar Mediterráneo o Palabras de Amor. Desde los dos primeros temas del concierto, Fugir de tu, y Mô, del nuevo disco, propone al público con su característica maulería (la del artista, el vecino, el amigo, el padre, el amante, el cura) que aquellos que vienen con toda la nostalgia del ayer dejen paso a la nostalgia del mañana, ""cuando uno ya hará 100 años que tiene veinte años y donde alguien que todavía no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] cante las canciones que hoy presentamos""."," Desde los dos primeros temas del concierto, Fugir de tu, y Mô, del nuevo disco, propone al público con su característica maulería (la del artista, el vecino, el amigo, el padre, el amante, el cura) que aquellos que vienen con toda la nostalgia del ayer dejen paso a la nostalgia del mañana, ""cuando uno ya hará 100 años que tiene veinte años y donde alguien que todavía no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] cante las canciones que hoy presentamos""",Esta entre nosotros,1,Death,sometimes_euph
457,"""La ilusión más grande con la que subo al escenario es la de que algún día, alguien que aún no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] decida cantar alguna de estas canciones"", anunció antes de entrelazar nuevas canciones como ""Fugir de tu"", ""El mal de la tarongina"" y ""Mô"" con obligadas paradas en su cancionero más añejo como ""Mediterráneo"" y ""La bella y el metro"".","""La ilusión más grande con la que subo al escenario es la de que algún día, alguien que aún no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] decida cantar alguna de estas canciones"", anunció antes de entrelazar nuevas canciones como ""Fugir de tu"", ""El mal de la tarongina"" y ""Mô"" con obligadas paradas en su cancionero más añejo como ""Mediterráneo"" y ""La bella y el metro""",Esta entre nosotros,0,Politics,sometimes_euph
458,"Rodríguez (2001) Loyola (2003) y Gaete (2003) designan esto con el nombre de «criminalización mediática», que es el proceso que consiste en hacer ver que el criminal [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], habita en cualquier parte y puede atacar en cualquier momento. De esta manera las personas, al percibir que viven en una sociedad más violenta e insegura, instigan a que el control del Estado sea más exigente y, por tanto, más represivo.","Rodríguez (2001) Loyola (2003) y Gaete (2003) designan esto con el nombre de «criminalización mediática», que es el proceso que consiste en hacer ver que el criminal [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], habita en cualquier parte y puede atacar en cualquier momento",Esta entre nosotros,1,Death,sometimes_euph
459,"Con arreglo a la versión originaria de los acontecimientos, Fulcanelli confió a su discípulo Eugène Canseliet la custodia y el destino de sus manuscritos. Cuando Canseliet edita El misterio de las catedrales en 1926, escribe en su prólogo: ""Hace ya tiempo que el autor de este libro no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]. Se extinguió el hombre. Sólo persiste su recuerdo"". Se trata de un dato carente de rotundidad: no afirma que el llamado Fulcanelli muriese."," Cuando Canseliet edita El misterio de las catedrales en 1926, escribe en su prólogo: ""Hace ya tiempo que el autor de este libro no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]",Esta entre nosotros,1,Death,sometimes_euph
460,"El cáncer pulmonar de células no pequeñas tiene, en la mayoría de los casos, una evolución muy agresiva. Y hoy, más de un año después de que se le diagnosticara esa dolencia, el autor de este relato no sólo [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], sino que se ha reincorporado plenamente a sus actividades como periodista, y vuelve a nadar con vigor y aspecto renovados en las agitadas aguas de la vida política y cultural mexicana."," Y hoy, más de un año después de que se le diagnosticara esa dolencia, el autor de este relato no sólo [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], sino que se ha reincorporado plenamente a sus actividades como periodista, y vuelve a nadar con vigor y aspecto renovados en las agitadas aguas de la vida política y cultural mexicana",Esta entre nosotros,0,Politics,sometimes_euph
461,"Sobrevive en ella, al haberse cancelado en lo humano. Aun siendo un asesino, continúa gozando de sus derechos humanos, no sólo para ejercerlos en su propio beneficio, sino para recordarle a los demás que el asesino [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], e incluso en nosotros, si no somos capaces de redimir nuestra humanidad. Caín es testigo de que asesinar a un asesino nos hace renunciar a nuestra propia humanidad."," Aun siendo un asesino, continúa gozando de sus derechos humanos, no sólo para ejercerlos en su propio beneficio, sino para recordarle a los demás que el asesino [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], e incluso en nosotros, si no somos capaces de redimir nuestra humanidad",Esta entre nosotros,0,Politics,sometimes_euph
462,"¡No pretenderá que le haga la visita en el medio de la calle! -y al darse cuenta de que yo miraba al piso, como buscando a Chiquita, movió la cabeza negativamente y me aclaró que había venido a Matanzas sola-. La señora, que en paz descanse, ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] -murmuró."," La señora, que en paz descanse, ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] -murmuró",Esta entre nosotros,0,Politics,sometimes_euph
463,"Sin despreciar lo técnico incorporo todo lo aprendido en la reflexión como búsqueda del sentido, parafraseando a Víctor Frankl. También lo aprendido de mis compañeros de la Sociedad Argentina de Medicina Antropológica, fundada por mi amigo y maestro, el Dr. Marcos Meeroff -quien desafortunadamente ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], al menos físicamente-, que impulsa una medicina que contempla al paciente en forma holística, como un ser humano sómato-psico-social."," Marcos Meeroff -quien desafortunadamente ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], al menos físicamente-, que impulsa una medicina que contempla al paciente en forma holística, como un ser humano sómato-psico-social",Esta entre nosotros,1,Death,sometimes_euph
464,"Largamente anunciada, con promesas de imágenes y sonidos casi tan nítidos como los de afuera de la pantalla, finalmente, la televisión digital de alta definición (HDTV) [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]. Más precisamente, podrá estar en los televisores de algunos usuarios de TV paga.","Largamente anunciada, con promesas de imágenes y sonidos casi tan nítidos como los de afuera de la pantalla, finalmente, la televisión digital de alta definición (HDTV) [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]",Esta entre nosotros,0,Politics,sometimes_euph
465,"Ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] el Real Football 2009, la última versión del juego de fútbol para celulares que ya se convirtió en un clásico. En este capítulo hay 6 ligas. Y también selecciones nacionales, entre las que se destaca la Argentina. Con estos equipos se pueden disputar amistosos o campeonatos, disfrutando de las réplicas del San Siro de Milán, el Old Trafford de Manchester o el Santiago Bernabéu de Madrid.","Ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] el Real Football 2009, la última versión del juego de fútbol para celulares que ya se convirtió en un clásico",Esta entre nosotros,0,Politics,sometimes_euph
466,"""La realidad y el deseo"", si os fijáis, todos son títulos deprimentes. Pero eso era ayer, en el pasado, eso era antes. Hoy, Cernuda sonríe. Hoy, Cernuda es feliz. Cernuda ya no mira al horizonte. Cernuda ya está aquí, Cernuda ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]. Como Lorca. Como Alberti. Están entre nosotros, compartiendo nuestra alegría. No, no os asustéis, en espíritu, están en espíritu. Compartiendo nuestra alegría. Son parte de la familia. Hemos superado las viejas divisiones."," Cernuda ya está aquí, Cernuda ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]",Esta entre nosotros,1,Death,sometimes_euph
467,Con su muerte se perdió esa posibilidad y muchas otras. Mañana será un día inolvidable para millares de fanáticos que se resistirán a creer que Michael se fue y que no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]. La verdad es dura y hay que aceptarla. ¡Adiós Michael... descansa en paz!,Mañana será un día inolvidable para millares de fanáticos que se resistirán a creer que Michael se fue y que no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY],Esta entre nosotros,1,Death,sometimes_euph
468,"Fernández Bogado es tajante y realista: ""El Paraguay tendrá que adaptarse a eso. Le guste o no. Ese cambio ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]. El que se de cuenta podrá sobrevivir, el que no, terminará engrosando la lista de desempleados que van a aparecer cada vez en mayor cantidad. O sea que van a tener que adaptarse no por una cuestión racional, si no por imperio de la realidad"".",Ese cambio ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY],Esta entre nosotros,0,Politics,sometimes_euph
469,"Por suerte hay quienes no piensan tragar. Por desgracia para algunos, en el peor de los teatros siempre surgen voces. No podemos esperar demasiado de quienes determinan qué se debe hacer con nuestro dinero, no es preciso aguardar a que este cúmulo de mercenarios desideologizados nos ayuden a nada, pero detrás de ellos hay vida. Sus batallas pasan por eludir la justicia o por la redacción de leyes insostenibles, por eso no hay mucho a lo que agarrarse y lo existente [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]. No esperemos que nadie disponga lo que debemos hacer el resto. Pongamos en marcha proyectos y demos la vuelta a esta sábana cloroformizada."," Sus batallas pasan por eludir la justicia o por la redacción de leyes insostenibles, por eso no hay mucho a lo que agarrarse y lo existente [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]",Esta entre nosotros,0,Politics,sometimes_euph
470,"Harold Gramatges falleció en La Habana el 16 de diciembre de 2008. ""Aun y cuando físicamente ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], él dejó su huella y su ejemplo de consagración a la música y a la humanidad"", expresó el maestro Daniel Guzmán Loyzaga."," ""Aun y cuando físicamente ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], él dejó su huella y su ejemplo de consagración a la música y a la humanidad"", expresó el maestro Daniel Guzmán Loyzaga",Esta entre nosotros,0,Politics,sometimes_euph
471,"""Debo transmitir un mensaje de esperanza porque Dios [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] pese a la tragedia y la vida no ha terminado"", explica el padre Henry Marie Landasse mientras se prepara para la celebración.","""Debo transmitir un mensaje de esperanza porque Dios [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] pese a la tragedia y la vida no ha terminado"", explica el padre Henry Marie Landasse mientras se prepara para la celebración",Esta entre nosotros,1,Death,sometimes_euph
472,"Cuando escuchamos ""crimen organizado"" nos imaginamos a grandes mafiosos mexicanos o colombianos. Pero el crimen organizado nacional y local ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] y es más peligroso que el crimen organizado internacional. Desde el IEEPP lo hemos venido advirtiendo a las autoridades.",Pero el crimen organizado nacional y local ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] y es más peligroso que el crimen organizado internacional,Esta entre nosotros,1,Death,sometimes_euph
473,"Su esposo, Óscar Espinosa Chepe, preso político con licencia extra penal por razones de salud, indicó que La Habana ""vuelve a buscar el pretexto del enemigo externo, cuando el enemigo real [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], es el totalitarismo"". Por último, el activista de derechos humanos Elizardo Sánchez afirmó que el mensaje castrista ""nos impulsa a abandonar casi toda esperanza de que puedan permitir las reformas políticas, económicas y jurídicas que urgen"".","Su esposo, Óscar Espinosa Chepe, preso político con licencia extra penal por razones de salud, indicó que La Habana ""vuelve a buscar el pretexto del enemigo externo, cuando el enemigo real [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], es el totalitarismo""",Esta entre nosotros,1,Death,sometimes_euph
474,"Isabella Rossellini, con la que coprotagonizó Terciopelo Azul, dijo: ""Cuando le conocí acababa de salir de rehabilitación y me daba miedo, pero resultó ser cariñoso, comprensivo y generoso. Había viajado al infierno y había vuelto con gran sabiduría. Me costará aceptar que ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]. El homenaje cinematográfico póstumo llegará bajo forma de lobo animado: Hopper le dio voz a un lobo llamado Tony en el filme Alpha and Omega, que se estrena en septiembre.",Me costará aceptar que ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY],Esta entre nosotros,0,Politics,sometimes_euph
475,"Felizmente, al triunfar la Revolución, todo aquello cambió radicálmente. Años después, Nevá se graduó de marino mercante y sabría andar y comportarse como todo un hombre de bien, surcando los mares del mundo entero, prestigiando a su país. Lamentablemente, Nevá ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]."," Lamentablemente, Nevá ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]",Esta entre nosotros,0,Politics,sometimes_euph
476,"Finalmente, también dejaré de lado aspectos de la vida de John Finnis que podrían hacerlo sonrojar. Pues una cosa es escribir sobre alguien que no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] y otra distinta hacerlo sobre alguien que sí lo está —en este caso, en el doble sentido de que, felizmente, está vivo y de que está presente en el auditorio, en primera fila—. Un contraste iluminador lo dan las dos principales biografías del director de tesis de Finnis."," Pues una cosa es escribir sobre alguien que no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] y otra distinta hacerlo sobre alguien que sí lo está —en este caso, en el doble sentido de que, felizmente, está vivo y de que está presente en el auditorio, en primera fila—",Esta entre nosotros,0,Politics,sometimes_euph
477,La obsesión por Suicide Squad volvió a trasladarse del papel a la web y cientos de páginas analizaron entonces qué podía esperarse de la película en base a unas pocas fotos. Hoy ha vuelto a suceder. Ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] el primer tráiler oficial de Suicide Squad y Twitter ha hablado. Más bien no ha callado en toda la mañana. La fiebre por esta película ha empezado antes aún de que podamos intuir algo sobre su argumento.,Ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] el primer tráiler oficial de Suicide Squad y Twitter ha hablado,Esta entre nosotros,1,Death,sometimes_euph
478,"[PET_BOUNDARY]Sí, el gobernador [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY][PET_BOUNDARY], dijo Clemencia con orgullo pellizcando con cariño una de las mejillas de su marido.","[PET_BOUNDARY]Sí, el gobernador [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY][PET_BOUNDARY], dijo Clemencia con orgullo pellizcando con cariño una de las mejillas de su marido",Esta entre nosotros,0,Politics,sometimes_euph
479,"El psicópata es un ser, es alguien vivo que [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], pero no lo podemos calificar de humano. ¿Por qué? Porque las características humanas son los sentimientos, las emociones, el valor del otro o de la otra, el instinto gregario (preocuparse por la tribu)","El psicópata es un ser, es alguien vivo que [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], pero no lo podemos calificar de humano",Esta entre nosotros,0,Politics,sometimes_euph
480,"Hay uno con el que no tengo ninguna gana de relacionarme. Con Fon Román me llevo muy bien, está en México y nos vemos todo lo que podemos, estamos acercándonos. El pobre Hal ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], y con Pablo tengo una relación cordial; ya no tenemos tanto que ver, pero hay cariño."," El pobre Hal ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], y con Pablo tengo una relación cordial; ya no tenemos tanto que ver, pero hay cariño",Esta entre nosotros,0,Politics,sometimes_euph
481,"—El fantasma de un elefante [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] —dijo sin ambages la princesa Clementina, quien, entre todos los hijos de Luis Felipe, era la más atrevida y directa.","—El fantasma de un elefante [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] —dijo sin ambages la princesa Clementina, quien, entre todos los hijos de Luis Felipe, era la más atrevida y directa",Esta entre nosotros,0,Politics,sometimes_euph
482,"[PET_BOUNDARY]Él está entre nosotros[PET_BOUNDARY] y nosotros somos responsables de crear y darle alas a personas como él al votar y elegir gobiernos que son totalmente corruptos para consumir su producto"", agregó. ""Y hoy, México es muy dura con el narcotráfico y está generando mucho dinero para unos pocos y mucho dolor para la mayoría.","[PET_BOUNDARY]Él está entre nosotros[PET_BOUNDARY] y nosotros somos responsables de crear y darle alas a personas como él al votar y elegir gobiernos que son totalmente corruptos para consumir su producto"", agregó",Esta entre nosotros,0,Politics,sometimes_euph
483,"El coronavirus ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY]. Y para empezar a combatirlo, nada mejor que la tranquilidad del hogar, pero lejos de los narcotizantes noticieros que nos alertan minuto a minuto que la catástrofe es irremediable. El streaming, en este punto, resulta la mejor opción, y Netflix se instala como la plataforma por excelencia por su variedad de películas originales, muchas otras ya estrenadas y clásicos que su sistema de búsqueda oculta sin entenderse bien por qué.",El coronavirus ya [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY],Esta entre nosotros,0,Politics,sometimes_euph
484,"Y agregó: ""Estoy feliz de poder regresar a casa y volver a abrazar a mis seres queridos, siendo consciente al mismo tiempo de que esta pandemia todavía [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] y que no se puede bajar la guardia"".","Y agregó: ""Estoy feliz de poder regresar a casa y volver a abrazar a mis seres queridos, siendo consciente al mismo tiempo de que esta pandemia todavía [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] y que no se puede bajar la guardia""",Esta entre nosotros,0,Politics,sometimes_euph
485,"Sí, durante el proceso de creación del disco sentí esa necesidad de irme por la cultura mexicana , el temazcal, los cantos indígenas, el náhuatl, y alguna vez recurrí al tarot. Lo que sí es que esta realidad que nos rodea no es sólo lo único que [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], hay muchas otras cosas. Y el tarot es como si mandaran señales que nos guían, y que con mis canciones puedan encontrar algo que les permita sacar un sentimiento."," Lo que sí es que esta realidad que nos rodea no es sólo lo único que [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], hay muchas otras cosas",Esta entre nosotros,0,Politics,sometimes_euph
