id,text,sentence,pet,label,category,euph_status,literal_translation,euphemistic_meaning,source
1302,"Nigba ti mo se alabapade oko mi yii ni iwon bi odun meewa seyin, mo mo daju wipe iru okunrin ti mo nife si niyi lati fi se ade ori, tori wipe mo gbadu [PET_BOUNDARY]ere[PET_BOUNDARY] re ife ti akoko jo se de bi gee, o temi lorun gidi gan-an ni ni ale ojo ti mo n so yii.","Nigba ti mo se alabapade oko mi yii ni iwon bi odun meewa seyin, mo mo daju wipe iru okunrin ti mo nife si niyi lati fi se ade ori, tori wipe mo gbadu [PET_BOUNDARY]ere[PET_BOUNDARY] re ife ti akoko jo se de bi gee, o temi lorun gidi gan-an ni ni ale ojo ti mo n so yii.",ere,1,Sexual Activity,sometimes_euph,play,sex,http://yorubaponbele.blogspot.cz/2012/11/kayefi-nla-bawo-ni-mo-se-le-dawo.html
1303,Ona ati dena re ni ki a mo iru ipin-eje ti olukaluku je ki a to ba ara wa se [PET_BOUNDARY]ere[PET_BOUNDARY] ife eyi ti yoo di omo.,Ona ati dena re ni ki a mo iru ipin-eje ti olukaluku je ki a to ba ara wa se [PET_BOUNDARY]ere[PET_BOUNDARY] ife eyi ti yoo di omo.,ere,1,Sexual Activity,sometimes_euph,play,sex,http://yorubadide.blogspot.com.br/
1304,Okunrin 👦 wo lom [PET_BOUNDARY]ere[PET_BOUNDARY] re se dada Lori ibusun oya etele mi kalo 🚶,Okunrin 👦 wo lom [PET_BOUNDARY]ere[PET_BOUNDARY] re se dada Lori ibusun oya etele mi kalo 🚶,ere,1,Sexual Activity,sometimes_euph,play,sex,https://www.facebook.com/search/top?q=sere%20ife
1305,Oya eje ka s [PET_BOUNDARY]ere[PET_BOUNDARY] bi toko tiyawo ki eyin OBINRIN soro tole fa ibinu si awa oko yin kawa na ma fun yin lesi pada oya ooo,Oya eje ka s [PET_BOUNDARY]ere[PET_BOUNDARY] bi toko tiyawo ki eyin OBINRIN soro tole fa ibinu si awa oko yin kawa na ma fun yin lesi pada oya ooo,ere,1,Sexual Activity,sometimes_euph,play,sex,
1306,Awon [PET_BOUNDARY]ere[PET_BOUNDARY] Yin Lo Le Ba Obinrin Se Lori Papa Ti Ara Re Fi Ma Dide....,Awon [PET_BOUNDARY]ere[PET_BOUNDARY] Yin Lo Le Ba Obinrin Se Lori Papa Ti Ara Re Fi Ma Dide....,ere,1,Sexual Activity,sometimes_euph,play,sex,https://www.facebook.com/search/top?q=sere%20ife
1307,EJO TALO MA GBEMI JADE LOJO FEBRUARY 14 KOJE KIN GBO ENI TOBA [PET_BOUNDARY]ere[PET_BOUNDARY] ERE SE DADA NIO...EJE KIN RI OWO YIN,EJO TALO MA GBEMI JADE LOJO FEBRUARY 14 KOJE KIN GBO ENI TOBA [PET_BOUNDARY]ere[PET_BOUNDARY] ERE SE DADA NIO...EJE KIN RI OWO YIN,ere,1,Sexual Activity,sometimes_euph,play,sex,https://www.facebook.com/search/top?q=sere%20ife
1308,Basorun Gaa ni [PET_BOUNDARY]ere[PET_BOUNDARY] ori itage ti Adebayo Faleti ko.,Basorun Gaa ni [PET_BOUNDARY]ere[PET_BOUNDARY] ori itage ti Adebayo Faleti ko.,ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Basorun Gaa
1309,"Ohun ni eni alawodudu ara Amerika akoko to je agbalejo [PET_BOUNDARY]ere[PET_BOUNDARY] orisirisi lori telifison, beesini o ti gbajumo kakiri agbaye nitori iku aitojo re; o je gbigba bi ikan ninu awon olorin pataki to koja ni orile-ede Amerika.","Ohun ni eni alawodudu ara Amerika akoko to je agbalejo [PET_BOUNDARY]ere[PET_BOUNDARY] orisirisi lori telifison, beesini o ti gbajumo kakiri agbaye nitori iku aitojo re; o je gbigba bi ikan ninu awon olorin pataki to koja ni orile-ede Amerika.",ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Nat King Cole
1310,"Eugene Luther Gore Vidal ( tabi ; ojoibi October 3, 1925) je ara Amerika ti se olu [PET_BOUNDARY]ere[PET_BOUNDARY] o, olukowe ere , alaroko, oluko ere filmu ati alakitiyan oloselu.","Eugene Luther Gore Vidal ( tabi ; ojoibi October 3, 1925) je ara Amerika ti se olu [PET_BOUNDARY]ere[PET_BOUNDARY] o, olukowe ere , alaroko, oluko ere filmu ati alakitiyan oloselu.",ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Gore Vidal
1311,Idije Olympiki {tabi Olympiki} je opolop [PET_BOUNDARY]ere[PET_BOUNDARY] re idaraya ti won sele ni igba ooru ati igba otutu.,Idije Olympiki {tabi Olympiki} je opolop [PET_BOUNDARY]ere[PET_BOUNDARY] re idaraya ti won sele ni igba ooru ati igba otutu.,ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Àwọn Ìdíje Òlímpíkì
1312,"Jean-Baptiste Poquelin, to gbajumo bi oruko ori itage re Mol [PET_BOUNDARY]ere[PET_BOUNDARY] e, (; baptised January 15, 1622 – February 17, 1673) je osere ati ako ere ara Fransi to je gbigba bi ikan ninu awon elere alawada ninla julo ninu isemookomooka.","Jean-Baptiste Poquelin, to gbajumo bi oruko ori itage re Mol [PET_BOUNDARY]ere[PET_BOUNDARY] e, (; baptised January 15, 1622 – February 17, 1673) je osere ati ako ere ara Fransi to je gbigba bi ikan ninu awon elere alawada ninla julo ninu isemookomooka.",ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Molière
1313,"O pe die ki a to pade de ile, nigbati a si jeun osan tan a [PET_BOUNDARY]ere[PET_BOUNDARY] esi ise ere -a sare, a ja ijakadi, a fò, a takiti, a gun igi a si fi oniruruona da ara way a. Nikehin Iragbeje pew a o si mu wa lo si iyara rè kan ti o ku ti a kò ti iwo nitoriti a ti wo iyara mefa ni ojo mefa ti a ti lo sehin.","O pe die ki a to pade de ile, nigbati a si jeun osan tan a [PET_BOUNDARY]ere[PET_BOUNDARY] esi ise ere -a sare, a ja ijakadi, a fò, a takiti, a gun igi a si fi oniruruona da ara way a. Nikehin Iragbeje pew a o si mu wa lo si iyara rè kan ti o ku ti a kò ti iwo nitoriti a ti wo iyara mefa ni ojo mefa ti a ti lo sehin.",ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Ògbójú Ọdẹ nínú Igbó Irúnmọlẹ̀
1314,"The Cosby Show ni [PET_BOUNDARY]ere[PET_BOUNDARY] alawada ori telifisan ni Amerika pelu Bill Cosby, to koko jade sori afefe ni September 20, 1984 to si wa ni be fun odun mejo lori ile-ise telifisan NBC titi di April 30, 1992.","The Cosby Show ni [PET_BOUNDARY]ere[PET_BOUNDARY] alawada ori telifisan ni Amerika pelu Bill Cosby, to koko jade sori afefe ni September 20, 1984 to si wa ni be fun odun mejo lori ile-ise telifisan NBC titi di April 30, 1992.",ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/The Cosby Show
1315,Ori [PET_BOUNDARY]ere[PET_BOUNDARY] ori itage ni pupo ninu awon ise re da le lori.,Ori [PET_BOUNDARY]ere[PET_BOUNDARY] ori itage ni pupo ninu awon ise re da le lori.,ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Phillip Adedotun Ogundeji
1316,"Won a maa se [PET_BOUNDARY]ere[PET_BOUNDARY] idaraya bii Tita Ayo Olopon, Ere Ijakadi ati bee bee lo.","Won a maa se [PET_BOUNDARY]ere[PET_BOUNDARY] idaraya bii Tita Ayo Olopon, Ere Ijakadi ati bee bee lo.",ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Fàájì
1317,"Gbogbo igba la ma n so fun pe o ni lati mura si eko e, seni o ma n [PET_BOUNDARY]ere[PET_BOUNDARY] e pupo ju sugbon ko mo iwe e","Gbogbo igba la ma n so fun pe o ni lati mura si eko e, seni o ma n [PET_BOUNDARY]ere[PET_BOUNDARY] e pupo ju sugbon ko mo iwe e",ere,0,Sexual Activity,sometimes_euph,play,sex,
1318,"[PET_BOUNDARY]ere[PET_BOUNDARY] na da lori ebi Huxtable family, ti wo je ebi omowe omo Afrika Amerika ti won gbe ni Brooklyn, New York.","[PET_BOUNDARY]ere[PET_BOUNDARY] na da lori ebi Huxtable family, ti wo je ebi omowe omo Afrika Amerika ti won gbe ni Brooklyn, New York.",ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/The Cosby Show
1319,"Michelangelo di Lodovico Buonarroti Simoni (6 March 1475 – 18 February 1564), mimo lasan bi Michelangelo, je omo igba Atunbi Ise-ona ti Italia [PET_BOUNDARY]ere[PET_BOUNDARY] je ayaworan, agbe- ere , arkitekti, elewi, ati onise-ero.","Michelangelo di Lodovico Buonarroti Simoni (6 March 1475 – 18 February 1564), mimo lasan bi Michelangelo, je omo igba Atunbi Ise-ona ti Italia [PET_BOUNDARY]ere[PET_BOUNDARY] je ayaworan, agbe- ere , arkitekti, elewi, ati onise-ero.",ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Michelangelo
1320,Ìwàìbàjẹ́ olóṣèlú tabi ìwàìbàjẹ́ lasan ni lilo agbara sisofin àwon onise ijoba fu [PET_BOUNDARY]ere[PET_BOUNDARY] re adani lona to lodi sofin.,Ìwàìbàjẹ́ olóṣèlú tabi ìwàìbàjẹ́ lasan ni lilo agbara sisofin àwon onise ijoba fu [PET_BOUNDARY]ere[PET_BOUNDARY] re adani lona to lodi sofin.,ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Ìwàìbàjẹ́
1321,"Ebi Williams ko lo si West Palm Beach ni Florida lati Compton nigba to je omo odun mesan ko le ba le lo si akademi tenis ti Rick Macci, to fu ni eko [PET_BOUNDARY]ere[PET_BOUNDARY] e -idarayan yioku.","Ebi Williams ko lo si West Palm Beach ni Florida lati Compton nigba to je omo odun mesan ko le ba le lo si akademi tenis ti Rick Macci, to fu ni eko [PET_BOUNDARY]ere[PET_BOUNDARY] e -idarayan yioku.",ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Serena Williams
1322,"Iwe [PET_BOUNDARY]ere[PET_BOUNDARY] ori itage ni iwe yii. o da le ori Basorun Gaa, eni tii pa oba tii tun fi oba je.","Iwe [PET_BOUNDARY]ere[PET_BOUNDARY] ori itage ni iwe yii. o da le ori Basorun Gaa, eni tii pa oba tii tun fi oba je.",ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Basorun Gaa
1323,Inu [PET_BOUNDARY]ere[PET_BOUNDARY] ti o ti gbajumo ju ni Kurumi ati Afonja.,Inu [PET_BOUNDARY]ere[PET_BOUNDARY] ti o ti gbajumo ju ni Kurumi ati Afonja.,ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Laide Adewale
1324,"Denzel Hayes Washington, Jr. (ojoibi December 28 [PET_BOUNDARY]ere[PET_BOUNDARY] 954) je osere ati oludari ere omo ile Amerika.","Denzel Hayes Washington, Jr. (ojoibi December 28 [PET_BOUNDARY]ere[PET_BOUNDARY] 954) je osere ati oludari ere omo ile Amerika.",ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Denzel Washington
1325,"Ni 1995, Richard mu awon omo re kuro ni akademi Macci, latigba na lo ohun lo ti un [PET_BOUNDARY]ere[PET_BOUNDARY] eko ere -idaraya fun won.","Ni 1995, Richard mu awon omo re kuro ni akademi Macci, latigba na lo ohun lo ti un [PET_BOUNDARY]ere[PET_BOUNDARY] eko ere -idaraya fun won.",ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Serena Williams
1326,"Awon iwe re ti di [PET_BOUNDARY]ere[PET_BOUNDARY] to po ju 200, ton lo ni ore ede to ju 100.","Awon iwe re ti di [PET_BOUNDARY]ere[PET_BOUNDARY] to po ju 200, ton lo ni ore ede to ju 100.",ere,0,Sexual Activity,sometimes_euph,play,sex,"http://yo.wikipedia.org/wiki/Alexandre Dumas, bàbá"
1327,"IEEE to duro lede Geesi fun Institute of Electrical and Electronics Engineers (""Afidimule awon Onimose-ero Onitanna ati Ero-aloitanna"") je agbajo alagbase aije [PET_BOUNDARY]ere[PET_BOUNDARY] ere kariaye fun ilosiwaju onaimuse to je mo itanna.","IEEE to duro lede Geesi fun Institute of Electrical and Electronics Engineers (""Afidimule awon Onimose-ero Onitanna ati Ero-aloitanna"") je agbajo alagbase aije [PET_BOUNDARY]ere[PET_BOUNDARY] ere kariaye fun ilosiwaju onaimuse to je mo itanna.",ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Afidimule awon Onimose-ero Onitanna ati Ero-aloitanna
1328,"Oluwole Soyinka (ojoibi 13 July 1934) je ojogbon (Professor) ninu Imo Lítíréṣọ̀ (literat [PET_BOUNDARY]ere[PET_BOUNDARY] ), alakosile ere ori itage (playwright) ati akewi (poet).","Oluwole Soyinka (ojoibi 13 July 1934) je ojogbon (Professor) ninu Imo Lítíréṣọ̀ (literat [PET_BOUNDARY]ere[PET_BOUNDARY] ), alakosile ere ori itage (playwright) ati akewi (poet).",ere,0,Sexual Activity,sometimes_euph,play,sex,http://yo.wikipedia.org/wiki/Wọlé Sóyinká
1329,"Elomi to ko ba iti gba ase lowo pasito tabi alfa ko ni [PET_BOUNDARY]sunmo[PET_BOUNDARY] iyawo re, iyawo ode ni gba ki oko sunmo oun","Elomi to ko ba iti gba ase lowo pasito tabi alfa ko ni [PET_BOUNDARY]sunmo[PET_BOUNDARY] iyawo re, iyawo ode ni gba ki oko sunmo oun",sunmo,1,Sexual Activity,sometimes_euph,come close,sex,a pragmatic analysis of selected yoruba euphemisms
1330,Enikeni ko gbodo [PET_BOUNDARY]sunmo[PET_BOUNDARY] enikan ti ise ibatan re lati tu ihoho re; Emi ni Oluwa(6).,Enikeni ko gbodo [PET_BOUNDARY]sunmo[PET_BOUNDARY] enikan ti ise ibatan re lati tu ihoho re; Emi ni Oluwa(6).,sunmo,1,Sexual Activity,sometimes_euph,come close,sex,Leviticus 18: 6; 19 BBPB
1331,"Ati pelu iwo ko gbodo [PET_BOUNDARY]sunmo[PET_BOUNDARY] obinrin kan lati tu u ni ihoho, ni iwon igbati a ya a sapakan nitori aimo re(19)","Ati pelu iwo ko gbodo [PET_BOUNDARY]sunmo[PET_BOUNDARY] obinrin kan lati tu u ni ihoho, ni iwon igbati a ya a sapakan nitori aimo re(19)",sunmo,1,Sexual Activity,sometimes_euph,come close,sex,https://www.thefreelibrary.com/Unveiling+the+taboo+of+sexual+intercourse+in+the+Beulah...-a0498734478
1332,Ma gbe kinni idoti yen [PET_BOUNDARY]sunmo[PET_BOUNDARY] mi,Ma gbe kinni idoti yen [PET_BOUNDARY]sunmo[PET_BOUNDARY] mi,sunmo,0,Sexual Activity,sometimes_euph,come close,sex,
1333,Ma gbe iranu yen [PET_BOUNDARY]sunmo[PET_BOUNDARY] mi,Ma gbe iranu yen [PET_BOUNDARY]sunmo[PET_BOUNDARY] mi,sunmo,0,Sexual Activity,sometimes_euph,come close,sex,iranu
1334,Eka ede wo ni o [PET_BOUNDARY]sunmo[PET_BOUNDARY] Yoruba ajumolo julo?,Eka ede wo ni o [PET_BOUNDARY]sunmo[PET_BOUNDARY] Yoruba ajumolo julo?,sunmo,0,Sexual Activity,sometimes_euph,come close,sex,
1335,Mo ma fo eti e to ba [PET_BOUNDARY]sunmo[PET_BOUNDARY] mi,Mo ma fo eti e to ba [PET_BOUNDARY]sunmo[PET_BOUNDARY] mi,sunmo,0,Sexual Activity,sometimes_euph,come close,sex,
1336,"Ìgbéyàwó mi ti [PET_BOUNDARY]sunmo[PET_BOUNDARY] ́, mò ń wá bàbá mi","Ìgbéyàwó mi ti [PET_BOUNDARY]sunmo[PET_BOUNDARY] ́, mò ń wá bàbá mi",sunmo,0,Sexual Activity,sometimes_euph,come close,sex,
1337,[PET_BOUNDARY]sunmo[PET_BOUNDARY] Olorun,[PET_BOUNDARY]sunmo[PET_BOUNDARY] Olorun,sunmo,0,Sexual Activity,sometimes_euph,come close,sex,
1338,Awon obi wa ni ki a [PET_BOUNDARY]sunmo[PET_BOUNDARY] ebi Taye,Awon obi wa ni ki a [PET_BOUNDARY]sunmo[PET_BOUNDARY] ebi Taye,sunmo,0,Sexual Activity,sometimes_euph,come close,sex,
1339,Moto mejeji ti [PET_BOUNDARY]sunmo[PET_BOUNDARY] ara won pupo ju,Moto mejeji ti [PET_BOUNDARY]sunmo[PET_BOUNDARY] ara won pupo ju,sunmo,0,Sexual Activity,sometimes_euph,come close,sex,
1340,Ma [PET_BOUNDARY]sunmo[PET_BOUNDARY] opo ina,Ma [PET_BOUNDARY]sunmo[PET_BOUNDARY] opo ina,sunmo,0,Sexual Activity,sometimes_euph,come close,sex,
1341,"[PET_BOUNDARY]sunmo[PET_BOUNDARY] ni l'a fi mo iwa eni""","[PET_BOUNDARY]sunmo[PET_BOUNDARY] ni l'a fi mo iwa eni""",sunmo,0,Sexual Activity,sometimes_euph,come close,sex,https://twitter.com/animolenikun/status/1405907026602037258
1342,Kai! Ma a [PET_BOUNDARY]sunmo[PET_BOUNDARY] o o,Kai! Ma a [PET_BOUNDARY]sunmo[PET_BOUNDARY] o o,sunmo,0,Sexual Activity,sometimes_euph,come close,sex,https://www.thefreelibrary.com/Unveiling+the+taboo+of+sexual+intercourse+in+the+Beulah...-a0498734479
1343,Mi o ni fe si gbogbo [PET_BOUNDARY]iranu[PET_BOUNDARY] ti o ma ba mi se,Mi o ni fe si gbogbo [PET_BOUNDARY]iranu[PET_BOUNDARY] ti o ma ba mi se,iranu,1,Sexual Activity,sometimes_euph,rubbish,sex,
1344,On [PET_BOUNDARY]iranu[PET_BOUNDARY] ni bobo yen,On [PET_BOUNDARY]iranu[PET_BOUNDARY] ni bobo yen,iranu,1,Sexual Activity,sometimes_euph,rubbish,sex,
1345,[PET_BOUNDARY]iranu[PET_BOUNDARY] niwon se lale ana,[PET_BOUNDARY]iranu[PET_BOUNDARY] niwon se lale ana,iranu,1,Sexual Activity,sometimes_euph,rubbish,sex,
1346,Asewo yen ma n se [PET_BOUNDARY]iranu[PET_BOUNDARY] pupo ju,Asewo yen ma n se [PET_BOUNDARY]iranu[PET_BOUNDARY] pupo ju,iranu,1,Sexual Activity,sometimes_euph,rubbish,sex,
1347,"O kọ ọ sibẹ pe: “O buru gan-an o, o riiyan lara gidi ni. Oṣere onitiata Yoruba, Baba Ijẹṣa, to lọọ b’ọmọ ọlọmọ ṣeṣekuṣe lọmọ ọdun meje, to tun pada waa ba a ṣeranu lọmọ ọdun mẹrinla, ha! Ta lo mọ iye ee [PET_BOUNDARY]iranu[PET_BOUNDARY] i oniranu ọkunrin yii aa ti ba laye jẹ ka sọ pe ọwọ o tẹ ẹ. Emi ni mo n ṣagbatẹru ofin ta ko ṣiṣe ẹnikẹni baṣubaṣu. O kere tan, ọdun mẹrinla lẹni to ba jẹbi ẹsun bẹẹ maa lo lẹwọn.","O kọ ọ sibẹ pe: “O buru gan-an o, o riiyan lara gidi ni. Oṣere onitiata Yoruba, Baba Ijẹṣa, to lọọ b’ọmọ ọlọmọ ṣeṣekuṣe lọmọ ọdun meje, to tun pada waa ba a ṣeranu lọmọ ọdun mẹrinla, ha! Ta lo mọ iye ee [PET_BOUNDARY]iranu[PET_BOUNDARY] i oniranu ọkunrin yii aa ti ba laye jẹ ka sọ pe ọwọ o tẹ ẹ. Emi ni mo n ṣagbatẹru ofin ta ko ṣiṣe ẹnikẹni baṣubaṣu. O kere tan, ọdun mẹrinla lẹni to ba jẹbi ẹsun bẹẹ maa lo lẹwọn.",iranu,1,Sexual Activity,sometimes_euph,rubbish,sex,https://alaroye.org/iwa-ti-baba-ije%e1%b9%a3a-hu-buru-o-si-riiyan-lara-pelu-abike-dabiri/
1348,"Gẹgẹ bawọn ẹka iroyin agbegbe naa to fiṣẹlẹ yii sita ṣe ṣalaye, wọn ni ọrọ ẹsun agbere lo da wahala silẹ, pe ọkọ Rachel torukọ ẹ n jẹ Lartey Daniel, ẹni ọdun marundinlogoji (35) pẹlu iyawo rẹ jọ n fẹsun iṣekuṣe kan ara wọn ni. Wọn bi ọkọ ṣe n sọ pe iyawo n rin irinkurin niyawo naa n naka sọkọ [PET_BOUNDARY]iranu[PET_BOUNDARY] e oniranu kan ni.","Gẹgẹ bawọn ẹka iroyin agbegbe naa to fiṣẹlẹ yii sita ṣe ṣalaye, wọn ni ọrọ ẹsun agbere lo da wahala silẹ, pe ọkọ Rachel torukọ ẹ n jẹ Lartey Daniel, ẹni ọdun marundinlogoji (35) pẹlu iyawo rẹ jọ n fẹsun iṣekuṣe kan ara wọn ni. Wọn bi ọkọ ṣe n sọ pe iyawo n rin irinkurin niyawo naa n naka sọkọ [PET_BOUNDARY]iranu[PET_BOUNDARY] e oniranu kan ni.",iranu,1,Sexual Activity,sometimes_euph,rubbish,sex,https://alaroye.org/obinrin-yii-be-oko-e-lori-nitori-esun-agbere/
1349,"Nigba to de teṣan ti wọn beere bọrọ ṣe jẹ ko too dogun a n yinbọn mọra ẹni, afurasi naa ni o ti pẹ toun ti n gbọ finrin-finrin pe Tobi n ṣe kurukẹrẹ lọdọ aburo oun obinrin ti wọn forukọ bo laṣiiri, ọmọ ọhun si n kawe lọwọ, nigba toun si wadii, toun ri i pe loootọ ni, oun pe Tobi, oun si kilọ fun un gidigidi pe ko wa ọrẹbinrin ẹ siwaju, aburo oun ko [PET_BOUNDARY]iranu[PET_BOUNDARY] n iranu, oun ko fẹ ajọṣe wọn.","Nigba to de teṣan ti wọn beere bọrọ ṣe jẹ ko too dogun a n yinbọn mọra ẹni, afurasi naa ni o ti pẹ toun ti n gbọ finrin-finrin pe Tobi n ṣe kurukẹrẹ lọdọ aburo oun obinrin ti wọn forukọ bo laṣiiri, ọmọ ọhun si n kawe lọwọ, nigba toun si wadii, toun ri i pe loootọ ni, oun pe Tobi, oun si kilọ fun un gidigidi pe ko wa ọrẹbinrin ẹ siwaju, aburo oun ko [PET_BOUNDARY]iranu[PET_BOUNDARY] n iranu, oun ko fẹ ajọṣe wọn.",iranu,1,Sexual Activity,sometimes_euph,rubbish,sex,https://alaroye.org/micheal-yinbon-fun-orekunrin-aburo-e-o-loun-ko-fe-ko-fe-e/
1350,"O salaye pe wọn maa n fi ọkọ bu oun nibi isẹ, ti wọn si maa n lero pe oun ti se [PET_BOUNDARY]iranu[PET_BOUNDARY] u ati isekuse ni oun ko se bimọ.","O salaye pe wọn maa n fi ọkọ bu oun nibi isẹ, ti wọn si maa n lero pe oun ti se [PET_BOUNDARY]iranu[PET_BOUNDARY] u ati isekuse ni oun ko se bimọ.",iranu,1,Sexual Activity,sometimes_euph,rubbish,sex,https://www.bbc.com/yoruba/afrika-56911789
1351,"Ọkunrin ọlọkada yii ṣalaye pe “Baba n [PET_BOUNDARY]iranu[PET_BOUNDARY] iranu lobinrin tẹ ẹ n wo yii. Ọlọpaa lo n yan lale. Koda, mo ti ka awọn mejeeji mọ ori ara wọn ri. Lanlọọdu ọlọpaa yẹn gan-an ti lu mi nigba ti mo sọ ọrọ yẹn di wahala ko too mọ pe iyawo mi ni tẹnanti oun n ba laṣepọ","Ọkunrin ọlọkada yii ṣalaye pe “Baba n [PET_BOUNDARY]iranu[PET_BOUNDARY] iranu lobinrin tẹ ẹ n wo yii. Ọlọpaa lo n yan lale. Koda, mo ti ka awọn mejeeji mọ ori ara wọn ri. Lanlọọdu ọlọpaa yẹn gan-an ti lu mi nigba ti mo sọ ọrọ yẹn di wahala ko too mọ pe iyawo mi ni tẹnanti oun n ba laṣepọ",iranu,1,Sexual Activity,sometimes_euph,rubbish,sex,https://alaroye.org/kinni-o%cc%a3lo%cc%a3paa-dun-mo%cc%a3-mariam-lo-ba-ko%cc%a3-o%cc%a3ko%cc%a3-e%cc%a3-sile%cc%a3-nibadan/
1352,"Boda Kunle, [PET_BOUNDARY]iranu[PET_BOUNDARY] u yin ti po ju","Boda Kunle, [PET_BOUNDARY]iranu[PET_BOUNDARY] u yin ti po ju",iranu,1,Sexual Activity,sometimes_euph,rubbish,sex,
1353,"Ma foju on [PET_BOUNDARY]iranu[PET_BOUNDARY] wo mi Ife re lo n pami bi oti Mi o kise oniranu obinrin Bose nse ako, bena lo nse abo Bi ife sema nse okunrin toba ri obinrin towu Be gele na lose ma nse obinrin na tan bari okunrin to wu won Bakanna ni ife sejo ma nse wa Pipe timo ma n pe o Biba soro timo ma n ba e soro Sise aferi re timo ma nse aferi re Kise tipe moya didirin Be sini kise pe ori mi ope Ife re lo n pami bi oti Fifun timo n fun e ni nkan Fifi ife han si e ni gbogbo igba Titele oro ati ase enu re Bimo ba n gba ere ife fun e nigbakugba Timo nse ohun timo lagbara fun e lati fi ran e lowo Ki kuku sepe moya didirin Ife re lo n pami bi oti Bimo ba nse ode fun e Timo nse bi eni ti o le soro Timo nse igbiyanju lati je koda fun e Kise pe moya didirin Ife re lo n pami bi oti Bimi o bale se ki n ma pe e lojo kan Gbogbo igba nimo ma nfe lati ri e Bimi o ba ri e lojo kan, tabi ki n gbo ohun re Ara mi o ni bale Bimo ba nfi owo ara mi pe e Ki kuku sepe moya didirin Ife re lo n pami bi oti Boba n semi biki n di mo e","Ma foju on [PET_BOUNDARY]iranu[PET_BOUNDARY] wo mi Ife re lo n pami bi oti Mi o kise oniranu obinrin Bose nse ako, bena lo nse abo Bi ife sema nse okunrin toba ri obinrin towu Be gele na lose ma nse obinrin na tan bari okunrin to wu won Bakanna ni ife sejo ma nse wa Pipe timo ma n pe o Biba soro timo ma n ba e soro Sise aferi re timo ma nse aferi re Kise tipe moya didirin Be sini kise pe ori mi ope Ife re lo n pami bi oti Fifun timo n fun e ni nkan Fifi ife han si e ni gbogbo igba Titele oro ati ase enu re Bimo ba n gba ere ife fun e nigbakugba Timo nse ohun timo lagbara fun e lati fi ran e lowo Ki kuku sepe moya didirin Ife re lo n pami bi oti Bimo ba nse ode fun e Timo nse bi eni ti o le soro Timo nse igbiyanju lati je koda fun e Kise pe moya didirin Ife re lo n pami bi oti Bimi o bale se ki n ma pe e lojo kan Gbogbo igba nimo ma nfe lati ri e Bimi o ba ri e lojo kan, tabi ki n gbo ohun re Ara mi o ni bale Bimo ba nfi owo ara mi pe e Ki kuku sepe moya didirin Ife re lo n pami bi oti Boba n semi biki n di mo e",iranu,1,Sexual Activity,sometimes_euph,rubbish,sex,https://www.facebook.com/search/top?q=sere%20ife
