,ID,TEXT,PET,LABEL,EUPH_STATUS
1527,1527,[PET_BOUNDARY]iyá[PET_BOUNDARY] rere ni iya awon omo yen,iyá,0,sometimes_euph
1708,1708,"Ọmọ bibi ijọba ibilẹ Guma, nipinlẹ Nassarawa, ni wọn, ṣugbọn agbegbe ijọba ibilẹ Awe, lawọn atawọn obi wọn n gbe lati kekere, iṣẹ oko ni wọn si n ṣe. Ọdun 2013 niṣẹlẹ aburu kan ṣẹlẹ, nigba tawọn Fulani darandaran ṣakọlu sawọn eeyan agbegbe naa ninu oko wọn, wọn pa ọpọ eeyan, awọn obi Taye-Kẹyin yii si wa lara awọn to doloogbe, koda ori lo ko awọn ibeji naa yọ tori awọn ẹgbọn wọn naa wa lara awọn to ku p [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY] n ba dọmọ orukan latigba naa.",ọmọ òrukàn,1,always_euph
326,326,Ohun méta rèé tó ń fa kí [PET_BOUNDARY]abẹ[PET_BOUNDARY] ́ obinrin má a rùn...,abẹ,1,sometimes_euph
2077,2077,"eniti obinrin paromo tiwonsiti teloda,bawoni won se mada [PET_BOUNDARY]Nkan omo okunrin[PET_BOUNDARY] re pada.",Nkan omo okunrin,1,always_euph
1468,1468,[PET_BOUNDARY]onisekuse[PET_BOUNDARY] to fi ise Olorun b'oju ni,onisekuse,1,always_euph
609,609,"Lẹyin ọjọ mẹrinla ti Alaafin waja, Onijẹru tilẹ Ijẹru naa tun [PET_BOUNDARY]papoda[PET_BOUNDARY]",pa ipò dá,1,sometimes_euph
2252,2252,Irufe Obinrin Be Ako Irira Ki Okunrin Ba Jo ni [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] ni Oju Aye . Ko ni Fe Loko.,Ajosepo,1,sometimes_euph
1636,1636,"O ni olobo kan lo ta awọn ẹṣọ alaabo naa lọsan-an ọjọ Aiku ti wọn tun ṣiṣẹẹbi wọn, ẹnikan lo tẹ Eria Kọmanda So-Safe, ẹka ti Iṣẹri Oluwarotimi Ige, laago, lati fi iṣẹlẹ naa to o leti, ni wọn ba bẹrẹ si i tọpasẹ [PET_BOUNDARY]gbewiri[PET_BOUNDARY] ewiri ẹda yii.",gbewiri,1,always_euph
1910,1910,Alága ìdúró mú ohùn mi lọ lójú agbo tí mo tí ṣe alága [PET_BOUNDARY]ìjókòó[PET_BOUNDARY] l‘Amẹ́ríkà - Bukola Alphonso-Olanrewaju,ìjókòó,0,sometimes_euph
1853,1853,"Ti obinrin ban kojalo.awa okunrin manwo oyan ati [PET_BOUNDARY]idi[PET_BOUNDARY] , ejo eyin obinrin tabankoja legbeyin kilemanwo larawa toman dayin lorun",idi,0,sometimes_euph
49,49,"Bakan naa fun awọn onibalopọ akọsakọ atawọn obinrin to ti kọja asiko [PET_BOUNDARY][PET_BOUNDARY]nkan oṣu[PET_BOUNDARY][PET_BOUNDARY], dida ẹjẹ lee jẹ apẹrẹ aisan jẹjẹrẹ, torinaa wọn gbudọ mọ boya tun lee jẹ aidaa to n wa latara gbigba abẹrẹ ajẹsara Covid-19.",nǹkan oṣù,1,always_euph
647,647,Ọkọ [PET_BOUNDARY]olóògbé[PET_BOUNDARY] ni igba ti wọn ji lowurọ ọjọ keresimesi ni oun gbe ẹbun fun iyawo oun ati awọn ọmọ to wa nile.,olóògbé,1,always_euph
2423,2423,Nigba to n ba BBC Yoruba sọrọ alakoso ikọ agbabọọlu naa sọ pe [PET_BOUNDARY]Ere[PET_BOUNDARY] idaraya naa da lori ki awọn maa le ara awọn kiri lori papa bii ẹni pe wọn fẹ ja nnkan gba lọwọ ẹnikan.,Ere,0,sometimes_euph
251,251,"[PET_BOUNDARY]arákùnrin[PET_BOUNDARY] kan, Adedigba Jẹrimaya, ti n kawọ pọnyin rojọ nile-ẹjọ kan niluu Ilọrin bayii. Owo Arabinrin Ọladuntoye Toyin to n ta oogun oyinbo ni ṣọọbu Kẹmiisi kan lagbegbe Ganmọ, niluu Ilọrin, lo lọọ ji gbe, niyẹn ba fi ọlọpaa mu un. L’Ọjọ Iṣẹgun, Tusidee, ọsẹ yii, ni Insipẹkitọ ọlọpaa, Iwaloye Adulwahab, sọ fun ile-ẹjọ pe ọjọ kẹsan-an, oṣu Kejila, ọdun 2022, ni Toyin pe ileeṣẹ ọlọpaa pe ọwọ tẹ afurasi ole kan, Adedigba Jẹrimaya, to ji oun ni ẹgbẹrun lọna mẹrindinlogoji Naira (36,000), ninu sọọbu oun lasiko ti oun n sun lọwọ. Asiko naa loun sare taji, toun si pariwo ole, lawọn araadugbo fi tete ba oun le e mu ko too sa lọ.",arákùnrin,0,sometimes_euph
2076,2076,"Ejowo kinni eyan lelo fun Ara riro gbogbo igba ati kin [PET_BOUNDARY]Nkan omo okunrin[PET_BOUNDARY] ma kere,ejowo o",Nkan omo okunrin,1,always_euph
103,103,ma fi [PET_BOUNDARY]abeere[PET_BOUNDARY] e gun mi,Abẹ́rẹ́,1,sometimes_euph
1262,1262,E wa [PET_BOUNDARY]la[PET_BOUNDARY] obo mi eni boys o,la,1,sometimes_euph
1106,1106,"Igbagbo ara Roomu ojoun ni wipe Romulus, eni ti o te ilu Roomu [PET_BOUNDARY]do[PET_BOUNDARY] o mu oyan ni odo Koriko tabi Ikoko kan, eleyi lo je ki o di alagbara ati oloye.",do,0,sometimes_euph
831,831,Morgan Tsvangirai di [PET_BOUNDARY]alaisi[PET_BOUNDARY],se alaisi,1,sometimes_euph
700,700,"[PET_BOUNDARY]Ile n jeeyan[PET_BOUNDARY] , awon eni nla ti re koja lo Akintola lo si Kano o bo, aja to rele ekun to bo ni, ba a ba ki aja ku ewu, ka si ki ekun naa pe o ku ewu",ile n jeyan,1,always_euph
672,672,[PET_BOUNDARY]erin wo[PET_BOUNDARY] ! Mọ̀ síi nípa gbogbo ètò tí wọ́n ti là kalẹ̀ nípa ètò ìsìnkú Pope Benedict,erin wo,1,sometimes_euph
623,623,Imaamu-agba ilu Sepeteri [PET_BOUNDARY]pa ipò dá[PET_BOUNDARY],pa ipò dá,1,sometimes_euph
678,678,"[PET_BOUNDARY]erin wo[PET_BOUNDARY] ! Ṣoun ilẹ Ogbomọṣọ ti waja. Niṣe ni gbogbo ilu Ogbomọsọ dakẹ rọrọ, ti awọn araalu to ti gbọ nipa iku Ṣoun Ogbomọsọ, Ọba Ọladunni Oyewumi, Ajagungbade Kẹta, si n daro iku gbajumọ ọba naa.",erin wo,1,sometimes_euph
2159,2159,"To ba pọn dandan fun ọ lati fa irun [PET_BOUNDARY]Abe[PET_BOUNDARY] rẹ, lo bileedi to mọ, ki o si fa a lati isalẹ nitori ki kokoro ma ba so mọ iyoku irun to wa nibẹ.",Abe,1,sometimes_euph
263,263,Amoͅ awoͅn [PET_BOUNDARY]eniyan[PET_BOUNDARY] bii Mery ni nitori owo ni awoͅn sͅe n ta [PET_BOUNDARY] ile oͅmoͅ [PET_BOUNDARY] woͅn fun eͅnikeni to ba fe bi oͅm,ilé ọmọ obìnrin,1,always_euph
1974,1974,"tilẹ jẹ pe oṣu kẹrin ree ti Ileri Oluwa Alọba (Mohbad) ti jade laye, ileeṣẹ [PET_BOUNDARY]pa[PET_BOUNDARY] ọpaa Eko ti fidi ẹ mulẹ, pe esi ayẹwo iku to pa a ko ti i jade",pa,0,sometimes_euph
1414,1414,Àwọn èèyàn máa ń fi ohun tó ń mọ́kàn fà sí [PET_BOUNDARY]ìṣekúṣe[PET_BOUNDARY] e ránṣẹ́ sáwọn míì látorí fóònù wọn.,ìṣekúṣe,1,sometimes_euph
684,684,"Jakọbu kìlọ̀ fún wọn, ó ní, “Mo ṣetán, mò [PET_BOUNDARY]ń re ibi àgbà á rè[PET_BOUNDARY] , inú ibojì tí wọ́n sin àwọn baba mi sí, ninu ihò òkúta tí ó wà ninu ilẹ̀ Efuroni, ará Hiti, ni kí ẹ sin mí sí.",re ibi àgbà ń rè,1,always_euph
848,848,"Ajanaku sun bi oke, ojogbon akoni olokiki ninu ere lede Yoruba fun opolopo odun seyin, Akintola Ogungbe ni a gbo wipe o ti [PET_BOUNDARY]ta teru nipa[PET_BOUNDARY].",ta téru ní ìpá,1,always_euph
1378,1378,[PET_BOUNDARY]ro efo[PET_BOUNDARY] riro [PET_BOUNDARY] fun [PET_BOUNDARY] mi je,ro efo fun,0,sometimes_euph
2186,2186,Ohun mẹ́wàá pàtàkì nípa Maradona àti [PET_BOUNDARY]Ibasepo[PET_BOUNDARY] ọ̀ rẹ̀ pẹ̀lú ẹlẹ́sẹ̀ ayò Diego Costa rèé,Ibasepo,0,sometimes_euph
1723,1723,eje ki amamu AGBO [PET_BOUNDARY]jedi[PET_BOUNDARY] wa lorekore,jedi,1,always_euph
114,114,"Obìnrin kán sọ ìdí tí kò fi gba [PET_BOUNDARY]àjẹ́rẹ́[PET_BOUNDARY] àjẹsára, tó sì pàdánù ìṣẹ́ rẹ̀",Abẹ́rẹ́,0,sometimes_euph
91,91,Ìjọba ní àwọn ibùdó náà ń lòdì sí òfin tó de [PET_BOUNDARY]epo[PET_BOUNDARY] bẹntiróòlù ọdún 2021 ní èyí tí wọ́n ní ó ń fa ọ̀wọ́n gógó káàkiri orílẹ̀ èdè yìí.,epo,0,sometimes_euph
2415,2415,Ṣugbọn pẹlu itẹwọgba ori ade ni ọkan lara ipinlẹ to tóbi julọ ni Naijiria nkan ti n yi pada pẹlu [PET_BOUNDARY]Ere[PET_BOUNDARY] idaraya yii.,Ere,0,sometimes_euph
757,757,"Fun agbo iba ti mo fe se, [PET_BOUNDARY]ja[PET_BOUNDARY] awon [PET_BOUNDARY] Ewé [PET_BOUNDARY] ìbẹ́pẹ, làílì, Akíka ati máńgòrò ko si [PET_BOUNDARY] dimu [PET_BOUNDARY]",já ewé dímú,0,sometimes_euph
1379,1379,"Mo fe teba, bami [PET_BOUNDARY]ro efo fun[PET_BOUNDARY] n mi je",ro efo fun,0,sometimes_euph
1661,1661,Ta lo [PET_BOUNDARY]tura[PET_BOUNDARY] laarin wa niti?,tura,1,sometimes_euph
1074,1074,"Nkan n be leyin “ma [PET_BOUNDARY]do[PET_BOUNDARY] o mi niso, maltina kan ati miliki meji laaje",do,1,sometimes_euph
373,373,"Nigba to fi di orundun 9k SK orisirisi awon orilejoba obairanderan, ti awon orilejoba Hausa akoko wa ninu won, ti san kakiri saffa [PET_BOUNDARY]abẹ[PET_BOUNDARY] abe -sahara lati awon agbegbe apaiwoorun de ibiarin Sudan.",abẹ,0,sometimes_euph
1670,1670,"O ni awọn okunrin meji naa fi ile [PET_BOUNDARY]tura[PET_BOUNDARY] ọhun silẹ pẹlu ọmọ jojolo naa, amọ obinrin naa ko ba wọn jade.",tura,0,sometimes_euph
51,51,Ọpọ ọkunrin lo n wo [PET_BOUNDARY]n[PET_BOUNDARY] ǹkan oṣù[PET_BOUNDARY] [PET_BOUNDARY] obinrin bii ohun idọti,nǹkan oṣù,1,always_euph
2248,2248,Won bere si wo iwe yi dada sugbon koyawon lenun tori lati ile gomina ni beni baba won ti Ba gomina sise ri ti [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] siwa larin won.,Ajosepo,0,sometimes_euph
1094,1094,Awon ara Faranse wa [PET_BOUNDARY]do[PET_BOUNDARY] si ibe 1699.,do,0,sometimes_euph
792,792,"Alukooro ileeṣẹ ọlọpaa ipinlẹ Eko, Benjamin Hundenyin, fidi iṣẹlẹ ọhun mulẹ pe arabinrin ọhun lo [PET_BOUNDARY]gbẹmi[PET_BOUNDARY] ara rẹ. O ṣalaye pe ni kete ti wọn fọrọ naa to ọga ọlọpaa agbegbe ọhun leti ni wọn ti de ile oloogbe, ṣugbọn oku rẹ lawọn agbofinro ba nilẹ.",gbe emi mi,1,always_euph
701,701,"Mo gbo pe baba yen ti ku, [PET_BOUNDARY]ile n jeyan[PET_BOUNDARY] n !",ile n jeyan,1,always_euph
87,87,"Gẹgẹ bi adari agba ileeṣẹ [PET_BOUNDARY]epo[PET_BOUNDARY] rọbi Naijiria, NNPCL naa ṣe sọ, riri ajọṣepọ ati ifọwọsowọpọ araalu pẹlu awujọ to dara ṣe pataki fun aṣeyọri iṣẹ naa lati lee dẹkun iru wahala ti awọn agbebọn n gbe dide lẹkun Niger Delta.",epo,0,sometimes_euph
1953,1953,Ashiri tu [PET_BOUNDARY]Akara tu s'epo[PET_BOUNDARY] 🤣🤣🤣,Àkàrà tu sépo,1,sometimes_euph
1093,1093,"Lati nnkan bii aago mesan-an owuro lawon eeyan ti n tu jade lati lo s’Iju-O [PET_BOUNDARY]do[PET_BOUNDARY] , lati loo bu ola ikeyin fun oloogbe.",do,0,sometimes_euph
460,460,Lati gba Seun sofun wa pe iyawo e loyun ni mama agba ti n pe Iyawo Seun ni [PET_BOUNDARY]iyá ìbèjì[PET_BOUNDARY] .,iyá ìbèjì,1,sometimes_euph
1563,1563,"[PET_BOUNDARY]Ó rẹ̀ mí[PET_BOUNDARY] í, mo fẹ́ sinmi.",Ó rẹ̀ mí,1,always_euph
2066,2066,Kini ikan ti eniyan le lo so [PET_BOUNDARY]Nkan omo okunrin[PET_BOUNDARY] to kere ati tio sunki ti oko na yo Fi tobi ati eyan ofi ni ma tete release,Nkan omo okunrin,1,always_euph
1971,1971,"Wo fe [PET_BOUNDARY]pa[PET_BOUNDARY] mi, awon ala koba. Supreme, mo sa",pa,0,sometimes_euph
617,617,Àwọn òṣèré tíátà bẹ̀rẹ̀ kíkọ́ ilé sórí ilẹ̀ gbajúgbajà adẹ́rìnínpòṣónú tó [PET_BOUNDARY]papò dà[PET_BOUNDARY],pa ipò dá,1,sometimes_euph
303,303,"Iwadii fihan pe ọtọọtọ ni [PET_BOUNDARY]oju abe[PET_BOUNDARY] obinrin ma n run, eleyii to nii ṣe pẹlu ounjẹ ti wọn n jẹ, aṣọ ti wọn n wọ, ilera ara wọn ati omi abẹ to n jade ni ara wọn ti ko ba ni aisan afojuri bii bacteria.",oju abe,1,always_euph
1945,1945,[PET_BOUNDARY]Àkàrà tu sépo[PET_BOUNDARY] .ASIRI AWON ELDER TO FE GBABODE FUN OlORUNDA NORTH TU.,Àkàrà tu sépo,1,sometimes_euph
16,16,Nollywood gba [PET_BOUNDARY]Àlejò[PET_BOUNDARY] ọmọkùnrin jòjòló,Àlejò,0,sometimes_euph
1640,1640,"O ni ọkunrin a [PET_BOUNDARY]gbewiri[PET_BOUNDARY] naa yoo foju bale-ẹjọ laipẹ, nitori o ti fẹnu ara rẹ jẹwọ lasiko tawọn n fọrọ wa a lẹnu wo pe loootọ loun huwa buruku naa. Ọdunlami ni ṣaaju lọwọ awọn ti kọkọ tẹ awọn baba agbalagba meji kan ninu ilé-ìtura ti wọn fi ṣe ibuba l’Akurẹ.",gbewiri,1,always_euph
1398,1398,"Bíbélì sọ pé “ìṣẹ̀fẹ̀ rírùn” wà lára àwọn ohun tí inú Ọlọ́run kò dùn sí. (Éfésù 5:3, 4) Torí náà, àwọn ohun tó [PET_BOUNDARY]ìṣekúṣe[PET_BOUNDARY] àn fà sí ìṣekúṣe kò lè mú inú Ọlọ́run dùn. Lóde òní, lára àwọn ohun tó ń mú ọkàn fà sí ìṣekúṣe ni àwọn fídíò tó ń gbé àwòrán àwọn tó ń ṣe panṣágà jáde àti àwòrán àwọn ọkùnrin méjì tàbí obìnrin méjì tó ń bára wọn lò pọ̀, títí kan oríṣiríṣi ìwà ìṣekúṣe míì. Ó dájú pé téèyàn bá ń wo irú àwọn ìṣekúṣe bẹ́ẹ̀, ó burú jáì lójú Ọlọ́run ju ìṣẹ̀fẹ̀ rírùn lọ pàápàá.",ìṣekúṣe,1,sometimes_euph
238,238,"Ni akoko ti Mo mọ pe o jẹ eniyan iro ati arekereke, o ti sá kuro ni ibi ipade wa. Ipo yii jẹ ki n bẹwẹ agbẹjọro miiran, san owo nla f [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] rin mi lati gba itusilẹ kuro ninu tubu alabọde. O ti fa ẹbi mi pupọ. Ogbeni Olawale je ENI AJE, IWE ATI ENIYAN. O gbọdọ mu ni oju ti o ba rii. Ni oju mi, Ọgbẹni Olawale Olagoke ati Iyaafin Olagoke Pejulola Bagbenro iyawo rẹ yẹ ki o da owo-ori mi pada 250,000.00, gafara, san awọn ibajẹ ti 500,000.00 fun awọn iṣoro ti o fa ẹbi mi ati jẹ ki a san owo diẹ sii nitori abajade iṣẹ talaka wọn.",arákùnrin,0,sometimes_euph
355,355,Wọ́n ti dóòlá ẹ̀mí ẹni tó há [PET_BOUNDARY]abẹ[PET_BOUNDARY] bẹ́ àwókù ilé l‘Eko,abẹ,0,sometimes_euph
589,589,Ààrẹ Muhammadu tún ti [PET_BOUNDARY]rìnrìn àjò[PET_BOUNDARY] lọ sí Daura,rin ìrìn àjò,0,sometimes_euph
83,83,“Owó tí wọ́n ń fi le or [PET_BOUNDARY]epo[PET_BOUNDARY] po bẹntiróòlù ti wọ́n púpọ̀ jù bí ó tilẹ̀ jẹ́ pé iye tí wọ́n ń rà á lọ́wọ́ àjọ NNPC jẹ́ owó péréte.”,epo,0,sometimes_euph
1700,1700,"Ninu ọrọ tiẹ, igbakeji oludasile ajọ ẹlẹyinju aanu naa, arabinrin Temitọpẹ Morẹnikẹ Adeṣẹgun ṣe alaye wipe Ọọni Ile-Ife Ọba Ogunwusi ṣe agbekale ajo naa pẹlu ajọṣepọ awọn lajọlajọ mii ti kiiṣe tijọba fun anfani awọ [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY] an ati awọn to kudiẹ kaato fun lojunna ati le fun igbe aye wọn ni itumọ ati ibẹrẹ ọtun.",ọmọ òrukàn,1,always_euph
464,464,"Arun rọpa rọsẹ lo de ba agba oṣere ni, Adenike Adegboye ti ọpọ mọ si [PET_BOUNDARY]iyá ìbèjì[PET_BOUNDARY] i ọmọ araye le.",iyá ìbèjì,0,sometimes_euph
2010,2010,"Wa fun mi ni obo, mo ma [PET_BOUNDARY]pa[PET_BOUNDARY] a e lale yi",pa,1,sometimes_euph
972,972,"Eni adorun odun (90 years) nii se, ki [PET_BOUNDARY]jáde láyé[PET_BOUNDARY] e laye .",jáde láyé,1,always_euph
2466,2466,Obinrin wo lo le la [PET_BOUNDARY]Arákùnrin[PET_BOUNDARY] mi to gun,Arákùnrin,1,sometimes_euph
1514,1514,[PET_BOUNDARY]iyá[PET_BOUNDARY] mi Iya,iyá,1,sometimes_euph
207,207,"Se ibalopo lati ehin ni tabi oju [PET_BOUNDARY]iho[PET_BOUNDARY] idi? Nitori ti o ba je iho idi, nko ma igbadun ti okurin na nwa nibe",iho,0,sometimes_euph
1601,1601,"Eyi Farisi dide, o si ngbadura ninu ara rẹ̀ bayi pe, Ọlọrun, mo dupẹ lọwọ rẹ, nitoriti emi kò ri bi awọn ara iyokù, [PET_BOUNDARY]alonilowogba[PET_BOUNDARY] ọwọgba, alaiṣõtọ, panṣaga, tabi emi kò tilẹ ri bi agbowode yi.",alonilowogba,1,always_euph
483,483,"Nigba to n sọrọ lori ile tuntun naa, [PET_BOUNDARY]iyá ìbèjì[PET_BOUNDARY] i Omo Arayele to mu ijo jo lasiko ayẹyẹ ile sisi naa, wa n fi gbogbo ogo fun Ọlọrun to fun oun nile naa.",iyá ìbèjì,0,sometimes_euph
1215,1215,Bakan naa ni Olukọ́ awon akekoo ninu itan ati [PET_BOUNDARY]ajosepo[PET_BOUNDARY] o orileede yii tun menuba ibi to le jasi fun awon orile-ede mejeeji bi itan se fihan,ajosepo,0,sometimes_euph
1715,1715,Eku odun oo gbogbo ile gbogbo wa lamase odun labo amin.ejowo mofe agbo [PET_BOUNDARY]jedi[PET_BOUNDARY] gidi ti ako fin sebi ako lodo abo oro awada ko leyi je oo esee,jedi,1,always_euph
376,376,Sòbòrò la bí ìgbín kò fi [PET_BOUNDARY]abẹ[PET_BOUNDARY] kan ara.,abẹ,0,sometimes_euph
2247,2247,EJOWO MOFE KIE LAMI LOYE MOMA LALA WIPE EMI ATI ENIKAN LE ARAWA NINU ALAGBALUBU OMI IGBAMI EMI ATI OKUNRIN LEMA NI [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] LOJU ORUN MOLE GBE OMI DANI KIMARI AWON TI WON WO ASO FUNFUN NIBE ORISIRISI NI MOMA RI TOPO REPETE KINI KISE,Ajosepo,1,sometimes_euph
742,742,Kai! [PET_BOUNDARY]Opo[PET_BOUNDARY] wa [PET_BOUNDARY] ye [PET_BOUNDARY] . Baba wa ti lo,opo ye,1,sometimes_euph
777,777,"Ọsibitu yii ni wọn ti fi iṣẹ abẹ gbe ọmọ inu rẹ jade lokuu, ọsẹ kan lẹyin eyi ni wọn loun funra rẹ [PET_BOUNDARY]dagbere faye[PET_BOUNDARY] latari ibi to fi ṣeṣe nigba ti ọkọ rẹ la igi mọ ọn ninu. Ọjọ karun-un, oṣu Karun-un, ọdun 2020, ni wọn lọọ fi iṣẹlẹ yii to awọn agbofinro leti nipasẹ iwe ẹhonu kan ti Dokita Henry Orumen to jẹ agbẹjọro awọn obi Oloogbe fi ṣọwọ si kọmisanna ọlọpaa ipinlẹ Ondo nigba naa.",dágbéré fún ayé,1,always_euph
1590,1590,"Bi omode ba n [PET_BOUNDARY]fewo[PET_BOUNDARY] , to n ji eran je ninu isaasun, to si n ji awon nnkan peepeepee mu, awon Yoruba a ni k i awon obi e tete mojuto...",fewo,1,always_euph
1603,1603,Oyewọle ni wọn fi ẹsun [PET_BOUNDARY]alonilowogba[PET_BOUNDARY] lati gba owo lẹyin to ya miliọnu mẹta naira lọwọni oun a da pada laaarin ọjọ meje. Ẹsun miran ti wọn fi kan an ni pe o fi ayederu iroyin lede pe oun ti ku to si wa laaye lori Whatsapp.,alonilowogba,1,always_euph
2219,2219,[PET_BOUNDARY]Ibasepo[PET_BOUNDARY] larin iwo ati Ogun abani rinrin ajo mo pase loni ni oruko Jesu Ina oluwa pin yin ni ya ni oruko Jesu??,Ibasepo,0,sometimes_euph
725,725,Fadeyi Oloro ti [PET_BOUNDARY]rorun are mabo[PET_BOUNDARY],rorun are mabo,1,always_euph
2425,2425,"Aisha sọ pe “Mo dupẹ pupọ lọwọ iya mi, to fun mi laaye lati s [PET_BOUNDARY]Ere[PET_BOUNDARY] re idaraya to wu mi, eyi to ko oriire ba mi.",Ere,0,sometimes_euph
2521,2521,"Gbajugbaja Akewi ati olupolongo ẹsin Islaamu nilẹ Yoruba , Oloye Mas'ud Olanrewaju Adepoju t [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY] ye.",Jáde láyé,1,always_euph
2503,2503,"Gomina Ipinlẹ Eko, Babajide Sanwo Olu ti kẹduin lori Oba Oniru ti Iru, Oba Idowu Oniru ti [PET_BOUNDARY]Wàjà[PET_BOUNDARY] ja ni ọjọ Aje.",Wàjà,1,always_euph
386,386,"Egba mi oo pelu bi Nigeria se ri yi kosi owo kosi ounje [PET_BOUNDARY]kinni[PET_BOUNDARY] abe mi tun gberi soke alaini ironu,kinni mofe se bayii🙆🙆🙆🙆",kinni,1,sometimes_euph
814,814,Ìròyìn ní kábíèsí [PET_BOUNDARY]tẹ́rígbaṣọ[PET_BOUNDARY] lẹ́yìn àìsàn ráńpẹ́ 😌😌,teri gba aso,1,always_euph
1314,1314,"The Cosby Show ni [PET_BOUNDARY]ere[PET_BOUNDARY] alawada ori telifisan ni Amerika pelu Bill Cosby, to koko jade sori afefe ni September 20, 1984 to si wa ni be fun odun mejo lori ile-ise telifisan NBC titi di April 30, 1992.",ere,0,sometimes_euph
1322,1322,"Iwe [PET_BOUNDARY]ere[PET_BOUNDARY] ori itage ni iwe yii. o da le ori Basorun Gaa, eni tii pa oba tii tun fi oba je.",ere,0,sometimes_euph
1357,1357,[PET_BOUNDARY]iranu[PET_BOUNDARY] ti e ma n se nibi bayi ko te mi lorun mo,iranu,0,sometimes_euph
2546,2546,Ọjọ́ ọ̀hún rèé bíi àná yìí tí òkìkí kàn pé gbajúmọ̀ òṣèré Bisi Komolafe ti [PET_BOUNDARY]dágbére[PET_BOUNDARY] fáyé pé o dìgbóse!,Da gbere fun aye,1,always_euph
428,428,"Aarun [PET_BOUNDARY]igbaya[PET_BOUNDARY] jẹ iru aarun ti o wọpọ julọ laarin awọn obinrin ati nigbagbogbo waye ni awọn obinrin ti o ju ọjọ -ori 50 lọ, sibẹsibẹ o tun le waye ni awọn alaisan ọdọ. Lakoko ti o jẹ toje, awọn ọkunrin tun le gba akàn [PET_BOUNDARY] igbaya [PET_BOUNDARY].",àyà or igbaya,1,sometimes_euph
2283,2283,[PET_BOUNDARY]Mu[PET_BOUNDARY] omu mi tan,Mu,1,sometimes_euph
595,595,"orun nile, [PET_BOUNDARY]irin ajo[PET_BOUNDARY] nile aiye.",rin ìrìn àjò,0,sometimes_euph
1453,1453,Asiri to tu a ti ti owun ediye fin [PET_BOUNDARY]se[PET_BOUNDARY] ìgbọ̀nsẹ̀ [PET_BOUNDARY] [PET_BOUNDARY] ẹ̀.,se ìgbọ̀nsẹ̀,1,always_euph
2234,2234,Ti obinrin ba ti ni [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] tipe se obo re Le di pada,Ajosepo,1,sometimes_euph
2279,2279,Mi [PET_BOUNDARY]Mu[PET_BOUNDARY] Omu obinrin tabi oyan obinrin,Mu,1,sometimes_euph
89,89,Ó fi kun pé ìjọba mọ̀ wí pé owó tí wọ́n fi ń gba ọkọ̀ tí wọ́n fi ń [PET_BOUNDARY]epo[PET_BOUNDARY] epo bẹntiróòlù lọ sí ibi tí wọn yóò ti máa tàwọ́n ti gbé owó lórí si ju ti àtẹ̀yìnwá lọ síbẹ̀ àwọn ti ní àjọsọ pẹ̀lú àwọn alágbàtà náà lórí ọ̀nà tí wọ́n yóò gbà láti yanjú rẹ̀.,epo,0,sometimes_euph
15,15,"Lonii ọjọ Satide ọjọ Kọkandinlogun osu Kẹta ọdun 2022, ni obinrin kan [PET_BOUNDARY]Àlejò[PET_BOUNDARY] alejo tuntun yoo wọ Ilu Iwo wa lati ilu Kano, to wa ni apa ariwa Naijiria.",Àlejò,0,sometimes_euph
1845,1845,"Kilo Mu Eyin Okunrin Nifesi Obinrin Oni [PET_BOUNDARY]idi[PET_BOUNDARY] Nla, Obinrin To Gbe Idi Pon Lati Ma Do 🍌👉👌",idi,0,sometimes_euph
2390,2390,"Ko je ki n sun o, se la [PET_BOUNDARY]Ere[PET_BOUNDARY] e mojumo ni",Ere,1,sometimes_euph
2034,2034,"OBINRIN TI KO RI [PET_BOUNDARY]Alejo[PET_BOUNDARY] (MENSIS) RE MON TI KOSI TII DI ARUGBO, egbo tude, kanfo, ewe taba tutu, ao lo po sinu omi osan lakuregbe, ao ma je asaro (ebe) tele inu kato mun agbo ife kan le lori lale. (2). Ewe esunsun pupa, epo oruwo, osun, kanhun, alubosa ,epo, ao fi omi ire se po.,mimu nife kokan laro-laro.",Alejo,1,sometimes_euph
402,402,[PET_BOUNDARY]kinni[PET_BOUNDARY] Okunrin le lo ti yoo Maa fi pe Lori obinrin. Nitori awon Obinrin asiko Yi o like 5min man rara Mo o. Ejo kinni?,kinni,0,sometimes_euph
88,88,"“Iṣẹ yii gbọdọ tete di ṣiṣe ni kiakia nitori gbogbo agbaye ti n sun kuro lara [PET_BOUNDARY]epo[PET_BOUNDARY] o rọbi lilo bayii. Nigba ti a o ba fi ri dun mẹwaa si asiko yii, ko si ẹni ti yoo fẹ lati dokoowo si owo epo rọbi mọ.”",epo,0,sometimes_euph
2171,2171,Wo ohun tí o kò mọ̀ nípà ibi tó wà níta àti [PET_BOUNDARY]Iho[PET_BOUNDARY] ò tó wà nínú lọhùún lọhùún.,Iho,1,always_euph
